TransactionID,CustomerSK,LoanSK,CardSK,FeedbackSK,TimeSK,Transaction Amount,Account Balance After Transaction,Interest Rate,Credit Card Balance,Rewards Points,Anomaly
319,296,296,296,296,4385,4756.31,7225.29,3.19,4694.62,5281,1
320,297,297,297,297,4358,1100.33,4511.49,9.75,980.17,8368,1
321,298,298,298,298,4496,4169.82,-1208.38,8.3,4274.29,2418,1
322,299,299,299,299,4533,4095.91,8117.89,1.15,4675.61,3259,1
323,300,300,300,300,4256,714.61,7676.87,5.23,1034.48,8175,1
324,301,301,301,301,4373,3556.61,13516.5,1.92,4435.27,9660,1
325,302,302,302,302,4427,4122.33,10605.17,2.19,547.3,6009,1
326,303,303,303,303,4391,4422.59,7259.74,1.01,3499.94,2628,1
327,304,304,304,304,4298,4770.36,-3774.75,7.19,2534.42,5389,1
328,305,305,305,305,4407,4651.22,8334.7,3.27,4805.58,5101,1
329,306,306,306,306,4265,1562.57,-1271.39,3.74,2404.73,3792,1
330,307,307,307,307,4510,1345.6,6046.67,1.42,342.16,6254,1
331,308,308,308,308,4191,1993.68,8627.52,1.07,631.19,2517,1
332,309,309,309,309,4200,2330.38,7497.16,8.13,1607.23,191,1
333,310,310,310,310,4265,1177.09,9843.38,6.95,2344.87,7883,1
334,311,311,311,311,4281,439.56,5430.66,4.44,4789.63,7107,1
335,312,312,312,312,4286,3286.37,1391.19,1.63,2421.5,7051,1
336,313,313,313,313,4359,879.46,2286.34,7.98,4650.09,4313,1
339,314,314,314,314,4494,996.45,8784.95,2.25,4596.41,3998,1
340,315,315,315,315,4272,978.85,8835.12,6.87,1275.91,5825,1
341,316,316,316,316,4271,1454.45,8351.74,1.64,4184.03,4634,1
342,317,317,317,317,4482,3064.71,10213.1,2.49,4876.42,3980,1
343,318,318,318,318,4537,4891.8,10562.06,5.24,359.88,4393,1
344,319,319,319,319,4412,2436.48,-630.27,3.24,3407.06,5227,1
346,320,320,320,320,4227,4214.57,11589.88,8.28,2275.69,9653,1
348,321,321,321,321,4250,907.58,5585.85,9.67,4727.19,9618,1
349,322,322,322,322,4272,2173.8,6761.17,4.4,3160.63,2114,1
350,323,323,323,323,4394,1600.28,8815.16,6.12,4959.12,6435,1
351,324,324,324,324,4217,4331.99,6126.13,6.08,4826.23,7,1
352,325,325,325,325,4374,4889.92,-2741.58,6.85,4281.53,5340,1
353,326,326,326,326,4319,3444.7,4716.53,3.19,3495.69,6850,1
354,327,327,327,327,4259,3272.27,7586.63,9.3,1159.11,7332,1
355,328,328,328,328,4396,3573.96,-1008.73,3.39,2864.88,220,1
357,329,329,329,329,4226,3147.68,4845.32,7.89,4771.23,3173,1
358,330,330,330,330,4406,365.59,9293.78,8.93,4794,3837,1
359,331,331,331,331,4285,2472.31,-1664.07,5.11,1662.92,9329,1
360,332,332,332,332,4438,1668.51,5265.6,7.41,240.54,6065,1
361,333,333,333,333,4372,275.37,5338.22,1.77,4138.9,8027,1
362,334,334,334,334,4290,2728.43,11477.52,8,1760.46,320,1
363,335,335,335,335,4417,1807.68,6029.65,7.8,1597.56,5394,1
364,336,336,336,336,4527,2957.16,-2635.17,4.7,2899.75,813,1
365,337,337,337,337,4192,2570.77,5699.19,3.82,2.38,4985,1
366,338,338,338,338,4260,1388.34,7805.73,4.42,1874.86,6748,1
367,339,339,339,339,4286,2704.52,4124.67,1.82,2081.83,5381,1
368,340,340,340,340,4274,1900.08,8113.11,6.74,4853.94,3406,1
369,341,341,341,341,4428,4606.37,12803.52,9.22,791.94,2991,1
370,342,342,342,342,4365,1884.41,4176.5,6.99,753.08,2368,1
371,343,343,343,343,4482,210.35,9781.2,6.22,3096.8,287,1
372,344,344,344,344,4320,3820.23,8939.56,9.92,390.94,3466,1
373,345,345,345,345,4366,4818.78,1945.22,5.88,3105.37,7821,1
374,346,346,346,346,4290,855.23,1651.93,4.11,2037.22,444,1
375,347,347,347,347,4406,4864.19,3286.47,7.34,13.14,9974,1
376,348,348,348,348,4377,3089.8,9368.42,5.69,2203.22,4636,1
377,349,349,349,349,4435,4238.46,1417.84,9.75,3693.8,4464,1
378,350,350,350,350,4542,2369.75,9486.96,9.08,663.01,4026,1
379,351,351,351,351,4458,3116.38,8765.43,9.52,917.79,7192,1
380,352,352,352,352,4370,4206.88,3480.99,1.01,1172.33,7965,1
381,353,353,353,353,4495,4914.17,962.63,4.01,1949.43,894,1
382,354,354,354,354,4343,932.14,6180.67,6.64,4745.81,3207,1
383,355,355,355,355,4370,4494.75,-3058.06,3.77,352.76,6817,1
384,356,356,356,356,4246,3339.69,8110.81,6.91,4108.37,6666,1
385,357,357,357,357,4235,4734.84,10163.36,7.43,4003.66,2527,1
386,358,358,358,358,4539,1597.35,7880.63,6.61,2328.44,7483,1
387,359,359,359,359,4275,1220.54,5833.87,5.12,680.19,3483,1
388,360,360,360,360,4424,1833.96,-282.19,7.27,3060.75,6198,1
389,361,361,361,361,4271,4423.65,-2835.06,8.02,3616.69,7718,1
390,362,362,362,362,4367,2303.57,4934.21,7.26,776.24,7741,1
391,363,363,363,363,4515,4757.86,1890.47,8.31,3494.73,830,1
392,364,364,364,364,4282,1219.28,3888.32,9.53,4602.65,696,1
393,365,365,365,365,4387,1110.51,5624.5,1.92,947.46,3125,1
394,366,366,366,366,4351,3395.24,6534.12,9.16,628.36,8469,1
395,367,367,367,367,4415,1465.4,426.73,3.46,3334.37,842,1
396,368,368,368,368,4382,654.48,2674.54,6.07,2405.58,1791,1
397,369,369,369,369,4335,1885.93,4586.55,9.48,4269.68,1346,1
398,370,370,370,370,4443,1338.17,-422.14,6.58,2579.6,2763,1
399,371,371,371,371,4472,2070.78,3023.64,1.76,4104.52,7883,1
400,372,372,372,372,4199,940.69,3623.06,5.49,1975.56,4080,1
401,373,373,373,373,4319,4785.34,11959.96,9.05,980.61,2985,1
402,374,374,374,374,4504,4010.23,10251.26,4.71,1877.34,9511,1
404,375,375,375,375,4252,1495.98,6509.39,8.15,1497.48,9223,1
405,376,376,376,376,4204,4285.23,9692.45,9.16,1170.96,4632,1
406,377,377,377,377,4431,2958.01,12141.74,3.37,1932.89,3668,1
407,378,378,378,378,4382,293.09,10111.86,5.47,4858.16,8453,1
